;id_cliente;nombre;apellidoS   ;FECHA NACIMIENTO;ciudad;fecha_registro  ;ultima_compra
421;422.0;Sofía;López;23/03/1958;Barranquilla;02/02/2022;06/01/2022
422;423.0;Diego;Gómez;29/09/1964;Cali;05/01/2022;15/03/2022
423;424.0;Carlos;López;19/11/1967;Bogotá;07/04/2022;02/03/2022
424;425.0;Sofía;Martínez;06/12/1970;Bogotá;26/02/2022;21/01/2022
425;426.0;Marta;Sánchez;29/07/1984;Cali;06/02/2022;13/02/2022
426;427.0;Rosa;García;05/02/2002;Cartagena;28/02/2022;10/03/2022
427;428.0;Elena;Pérez;01/04/1950;Bogotá;11/01/2022;23/02/2022
428;429.0;Marta;Gómez;28/04/1959;Cali;19/03/2022;11/02/2022
429;430.0;Sofía;García;06/12/1962;Bogotá;17/03/2022;08/03/2022
430;431.0;Diego;Gómez;15/07/1955;Medellín;10/01/2022;04/04/2022
431;432.0;Juan;Gómez;18/03/1951;Bogotá;23/01/2022;07/02/2022
432;433.0;Luis;Hernández;20/11/1954;Cali;25/02/2022;23/01/2022
433;434.0;Carlos;Ramírez;01/04/1950;Medellín;04/01/2022;04/04/2022
434;435.0;Sofía;Ramírez;21/08/1970;Barranquilla;05/02/2022;20/01/2022
435;436.0;Sofía;López;27/08/1956;Medellín;15/01/2022;09/01/2022
436;437.0;Marta;Gómez;15/08/1976;Cali;10/02/2022;29/01/2022
437;438.0;Rosa;López;10/05/1979;Barranquilla;06/03/2022;24/01/2022
438;439.0;Rosa;Gómez;10/02/1974;Bogotá;27/02/2022;01/01/2022
439;440.0;Elena;Martínez;22/02/2002;Cartagena;03/01/2022;21/02/2022
440;441.0;Luis;García;14/12/1986;Cartagena;08/02/2022;19/01/2022
441;442.0;Luis;García;01/12/1987;Medellín;31/03/2022;21/03/2022
442;443.0;Pedro;Ramírez;14/02/1986;Cartagena;23/03/2022;04/03/2022
443;444.0;Elena;Pérez;25/04/1950;Cartagena;26/03/2022;27/02/2022
444;445.0;Ana;López;10/02/1982;Bogotá;20/02/2022;27/02/2022
445;446.0;Sofía;Sánchez;09/04/1993;Cartagena;15/01/2022;30/01/2022
446;447.0;Sofía;Pérez;11/12/1980;Barranquilla;05/03/2022;09/03/2022
447;448.0;Pedro;Martínez;04/09/1980;Bogotá;05/02/2022;10/01/2022
448;449.0;Juan;Pérez;03/05/2001;Barranquilla;14/02/2022;03/03/2022
449;450.0;Juan;Díaz;26/01/1953;Cartagena;14/01/2022;07/04/2022
450;451.0;Juan;Hernández;17/01/1977;Barranquilla;29/01/2022;13/02/2022
451;452.0;Ana;Hernández;09/04/1953;Cartagena;03/04/2022;27/03/2022
452;453.0;Elena;Pérez;18/05/2003;Bogotá;04/04/2022;15/03/2022
453;454.0;Carlos;Martínez;10/02/2001;Barranquilla;19/01/2022;20/01/2022
454;455.0;Ana;Martínez;02/09/1990;Cali;26/01/2022;19/01/2022
455;456.0;Rosa;Pérez;16/08/1987;Cartagena;28/01/2022;16/01/2022
456;457.0;Rosa;Sánchez;06/09/1959;Bogotá;02/02/2022;04/03/2022
457;458.0;Juan;Díaz;06/06/1961;Bogotá;10/04/2022;19/02/2022
458;459.0;Marta;García;15/07/1955;Bogotá;31/03/2022;24/02/2022
459;460.0;Pedro;Ramírez;04/11/2000;Cartagena;20/01/2022;24/02/2022
460;461.0;Diego;Sánchez;31/10/1996;Medellín;24/01/2022;01/03/2022
461;462.0;Rosa;Hernández;12/07/1954;Barranquilla;17/01/2022;28/01/2022
462;463.0;Elena;Martínez;20/01/1978;Medellín;04/03/2022;08/02/2022
463;464.0;Elena;Gómez;27/12/1953;Barranquilla;23/03/2022;19/03/2022
464;465.0;Diego;Hernández;11/05/1993;Medellín;02/01/2022;05/04/2022
465;466.0;Juan;Rodríguez;16/05/2000;Bogotá;31/03/2022;05/02/2022
466;467.0;Luis;Rodríguez;15/05/1994;Cali;11/02/2022;22/01/2022
467;468.0;Pedro;Díaz;13/01/1981;Medellín;01/03/2022;29/03/2022
468;469.0;Luis;Sánchez;13/04/1954;Cartagena;22/01/2022;29/01/2022
469;470.0;Juan;López;27/09/2001;Cali;01/01/2022;04/01/2022
470;471.0;Diego;Díaz;16/08/1987;Medellín;24/02/2022;18/02/2022
471;472.0;Carlos;Sánchez;28/11/1954;Barranquilla;12/02/2022;06/02/2022
472;473.0;Pedro;García;14/10/1958;Bogotá;10/01/2022;07/02/2022
473;474.0;Diego;Hernández;15/11/1982;Barranquilla;27/02/2022;03/02/2022
474;475.0;Marta;Hernández;25/10/1999;Medellín;28/01/2022;01/02/2022
475;476.0;Elena;García;10/02/2001;Medellín;05/04/2022;01/02/2022
476;477.0;Ana;Pérez;05/08/1989;Cali;13/02/2022;12/03/2022
477;478.0;Marta;Gómez;31/10/1969;Bogotá;04/03/2022;29/01/2022
478;479.0;Luis;Díaz;29/01/1978;Medellín;14/01/2022;20/01/2022
479;480.0;Sofía;García;11/08/1964;Cartagena;03/02/2022;18/01/2022
480;481.0;Diego;Díaz;19/08/1988;Barranquilla;06/02/2022;17/03/2022
481;482.0;Rosa;Sánchez;07/02/1957;Cartagena;03/04/2022;03/03/2022
482;483.0;Rosa;López;23/10/1988;Bogotá;11/01/2022;01/01/2022
483;484.0;Marta;Sánchez;16/04/1955;Barranquilla;11/02/2022;01/02/2022
484;485.0;Marta;Ramírez;29/06/1955;Barranquilla;24/03/2022;05/04/2022
485;486.0;Marta;Hernández;25/06/2002;Cali;07/03/2022;20/03/2022
486;487.0;Luis;Martínez;12/07/1962;Medellín;05/02/2022;06/04/2022
487;488.0;Diego;García;12/12/1956;Cali;17/03/2022;30/03/2022
488;489.0;Marta;López;02/02/1993;Cartagena;08/03/2022;06/04/2022
489;490.0;Marta;López;05/12/1999;Medellín;09/04/2022;01/03/2022
490;491.0;Luis;García;27/05/1982;Barranquilla;06/01/2022;05/04/2022
491;492.0;Pedro;Rodríguez;14/03/1955;Medellín;23/02/2022;03/04/2022
492;493.0;Marta;Hernández;24/03/1980;Medellín;23/02/2022;27/02/2022
493;494.0;Luis;Sánchez;16/11/1969;Barranquilla;30/01/2022;14/03/2022
494;495.0;Sofía;García;14/03/1955;Barranquilla;16/01/2022;23/01/2022
495;496.0;Rosa;Sánchez;22/08/2005;Cali;06/02/2022;25/03/2022
496;497.0;Ana;Sánchez;11/11/1994;Bogotá;04/03/2022;06/02/2022
497;498.0;Rosa;Sánchez;08/06/1983;Cartagena;25/02/2022;13/02/2022
498;499.0;Marta;Ramírez;15/12/1965;Medellín;21/03/2022;10/02/2022
499;500.0;Luis;Hernández;24/12/1968;Cali;06/04/2022;19/01/2022
500;501.0;Juan;Gómez;06/12/1970;Bogotá;17/01/2022;27/03/2022
501;502.0;Pedro;Sánchez;07/10/1972;Cali;14/02/2022;09/02/2022
502;503.0;Pedro;Martínez;22/06/1988;Cartagena;31/03/2022;19/03/2022
503;504.0;Elena;Sánchez;27/11/1994;Cali;25/01/2022;17/03/2022
504;505.0;Luis;Hernández;29/06/1990;Cali;01/03/2022;29/01/2022
505;506.0;Pedro;Rodríguez;06/11/1979;Bogotá;14/01/2022;15/02/2022
506;507.0;Carlos;Pérez;29/12/1975;Bogotá;20/03/2022;02/04/2022
507;508.0;Rosa;Sánchez;26/06/2000;Barranquilla;29/03/2022;04/04/2022
508;509.0;Rosa;Díaz;01/02/1979;Cartagena;31/01/2022;04/01/2022
509;510.0;Juan;Rodríguez;11/12/1980;Cali;08/04/2022;23/01/2022
510;511.0;Carlos;Sánchez;19/09/1966;Bogotá;28/02/2022;15/02/2022
511;512.0;Rosa;Pérez;21/02/1999;Bogotá;28/01/2022;24/02/2022
512;513.0;Diego;García;29/11/1968;Bogotá;25/02/2022;29/03/2022
513;514.0;Luis;Hernández;01/02/1960;Barranquilla;08/02/2022;06/01/2022
514;515.0;Rosa;Rodríguez;02/03/1959;Cali;23/02/2022;01/03/2022
515;516.0;Ana;López;29/07/2000;Medellín;22/02/2022;04/02/2022
516;517.0;Rosa;López;01/06/1997;Bogotá;10/02/2022;09/02/2022
517;518.0;Marta;Hernández;07/12/1984;Bogotá;17/03/2022;17/02/2022
518;519.0;Ana;Díaz;18/04/1953;Medellín;27/01/2022;23/01/2022
519;520.0;Elena;Sánchez;30/03/1979;Barranquilla;10/03/2022;26/02/2022
520;521.0;Pedro;Martínez;29/06/1958;Cali;14/03/2022;05/02/2022
521;522.0;Elena;García;09/01/1958;Barranquilla;15/02/2022;31/03/2022
522;523.0;Rosa;García;16/11/2001;Cali;01/04/2022;08/03/2022
523;524.0;Elena;López;01/11/1956;Cartagena;18/02/2022;28/03/2022
524;525.0;Sofía;Ramírez;15/09/1951;Barranquilla;17/01/2022;10/01/2022
525;526.0;Rosa;Díaz;19/01/1988;Bogotá;05/02/2022;13/03/2022
526;527.0;Diego;López;21/01/1997;Cartagena;28/01/2022;02/02/2022
527;528.0;Elena;Ramírez;07/07/1990;Cali;07/03/2022;02/04/2022
528;529.0;Luis;Díaz;20/03/1984;Bogotá;13/02/2022;13/03/2022
529;530.0;Rosa;García;02/03/1975;Barranquilla;14/03/2022;24/02/2022
530;531.0;Marta;García;09/04/1950;Barranquilla;08/04/2022;10/03/2022
531;532.0;Elena;Díaz;04/08/1999;Barranquilla;19/01/2022;23/02/2022
532;533.0;Sofía;Díaz;31/01/1984;Cartagena;05/04/2022;25/02/2022
533;534.0;Ana;Díaz;30/10/1982;Cali;20/02/2022;12/03/2022
534;535.0;Elena;Martínez;11/11/1962;Barranquilla;02/03/2022;20/02/2022
535;536.0;Sofía;Díaz;17/12/1979;Cartagena;08/01/2022;09/03/2022
536;537.0;Pedro;Ramírez;22/10/1966;Medellín;05/04/2022;17/03/2022
537;538.0;Ana;Martínez;24/06/1975;Bogotá;15/01/2022;10/02/2022
538;539.0;Marta;Martínez;17/08/1955;Cartagena;03/01/2022;25/03/2022
539;540.0;Sofía;García;15/12/1981;Cartagena;21/02/2022;10/02/2022
540;541.0;Pedro;López;21/01/1989;Cartagena;23/01/2022;08/02/2022
541;542.0;Luis;Sánchez;13/10/1982;Medellín;20/02/2022;29/03/2022
542;543.0;Elena;Martínez;15/09/1951;Bogotá;26/02/2022;03/04/2022
543;544.0;Carlos;Martínez;28/05/2001;Barranquilla;07/03/2022;16/03/2022
544;545.0;Sofía;Ramírez;03/02/1969;Medellín;03/02/2022;14/03/2022
545;546.0;Luis;Gómez;09/04/1958;Medellín;03/01/2022;24/02/2022
546;547.0;Luis;Gómez;02/11/1967;Barranquilla;31/03/2022;06/01/2022
547;548.0;Luis;Martínez;29/01/1954;Cali;11/02/2022;30/01/2022
548;549.0;Rosa;Ramírez;06/05/1967;Medellín;24/02/2022;16/01/2022
549;550.0;Marta;Ramírez;07/12/1976;Cali;26/02/2022;04/01/2022
550;551.0;Sofía;Gómez;29/04/1986;Cali;06/01/2022;24/01/2022
551;552.0;Carlos;García;18/02/1955;Cali;08/02/2022;04/01/2022
552;553.0;Ana;García;24/06/1991;Cartagena;19/03/2022;04/03/2022
553;554.0;Juan;Sánchez;13/11/1968;Cali;24/01/2022;23/02/2022
554;555.0;Luis;Gómez;07/01/1976;Barranquilla;11/03/2022;09/01/2022
555;556.0;Ana;López;27/11/1967;Cali;31/01/2022;06/03/2022
556;557.0;Sofía;Rodríguez;02/10/2000;Cali;06/02/2022;01/02/2022
557;558.0;Elena;Gómez;20/01/1994;Cartagena;21/01/2022;01/02/2022
558;559.0;Elena;García;16/10/1999;Medellín;16/01/2022;20/02/2022
559;560.0;Diego;Martínez;11/01/1988;Medellín;05/01/2022;22/01/2022
560;561.0;Elena;Pérez;13/08/1978;Cartagena;05/04/2022;22/03/2022
561;562.0;Pedro;Díaz;21/07/1968;Barranquilla;19/03/2022;18/02/2022
562;563.0;Luis;García;19/09/1998;Medellín;17/01/2022;28/03/2022
563;564.0;Rosa;Sánchez;29/08/1983;Cartagena;09/01/2022;26/02/2022
564;565.0;Pedro;Pérez;09/04/2001;Bogotá;18/03/2022;16/01/2022
565;566.0;Marta;Díaz;13/01/1981;Medellín;08/04/2022;14/01/2022
566;567.0;Ana;Gómez;20/02/1988;Barranquilla;19/02/2022;18/03/2022
567;568.0;Luis;García;22/12/1994;Barranquilla;11/02/2022;26/02/2022
568;569.0;Juan;Díaz;18/02/1963;Bogotá;07/03/2022;15/03/2022
569;570.0;Elena;García;15/12/1976;Cali;13/01/2022;15/03/2022
570;571.0;Carlos;Gómez;20/06/1979;Medellín;09/01/2022;02/03/2022
571;572.0;Juan;Díaz;21/03/1952;Cartagena;23/02/2022;06/04/2022
572;573.0;Sofía;López;31/10/1972;Cartagena;11/01/2022;08/04/2022
573;574.0;Juan;Ramírez;26/09/2003;Cali;18/02/2022;01/04/2022
574;575.0;Pedro;Martínez;11/09/1993;Cali;04/03/2022;09/03/2022
575;576.0;Sofía;Ramírez;28/06/1987;Cali;25/02/2022;30/01/2022
576;577.0;Pedro;Hernández;09/10/1994;Cali;01/04/2022;31/03/2022
577;578.0;Rosa;Hernández;09/08/1966;Barranquilla;01/02/2022;05/04/2022
578;579.0;Diego;Hernández;19/05/1982;Cartagena;14/03/2022;01/03/2022
579;580.0;Diego;Ramírez;27/03/1962;Bogotá;24/03/2022;16/02/2022
580;581.0;Pedro;López;13/11/1960;Barranquilla;12/02/2022;19/01/2022
581;582.0;Diego;Gómez;20/01/1994;Bogotá;17/02/2022;07/04/2022
582;583.0;Carlos;Ramírez;26/02/1955;Bogotá;18/01/2022;08/04/2022
583;584.0;Marta;Ramírez;08/07/1985;Medellín;03/01/2022;13/02/2022
584;585.0;Ana;Hernández;23/10/1953;Cartagena;07/03/2022;02/02/2022
585;586.0;Ana;Hernández;11/07/1951;Bogotá;06/04/2022;31/01/2022
586;587.0;Luis;Ramírez;20/04/1951;Barranquilla;22/03/2022;28/01/2022
587;588.0;Carlos;Rodríguez;26/02/1963;Bogotá;10/04/2022;24/02/2022
588;589.0;Luis;López;04/05/1980;Barranquilla;06/02/2022;22/03/2022
589;590.0;Luis;Hernández;13/12/1983;Cali;15/01/2022;21/03/2022
590;591.0;Marta;Gómez;28/07/1997;Cartagena;14/01/2022;16/01/2022
591;592.0;Ana;Sánchez;14/08/1992;Barranquilla;01/04/2022;03/02/2022
592;593.0;Luis;Pérez;20/08/1983;Barranquilla;01/01/2022;05/04/2022
593;594.0;Marta;Ramírez;05/11/1960;Bogotá;02/01/2022;02/03/2022
594;595.0;Carlos;Pérez;06/06/1964;Barranquilla;15/03/2022;19/02/2022
595;596.0;Marta;Rodríguez;03/11/1994;Bogotá;13/01/2022;13/02/2022
596;597.0;Carlos;Rodríguez;10/03/1986;Barranquilla;29/01/2022;05/03/2022
597;598.0;Ana;Rodríguez;23/09/2005;Barranquilla;06/01/2022;13/02/2022
598;599.0;Ana;Ramírez;27/03/1970;Barranquilla;11/02/2022;03/04/2022
599;600.0;Diego;Hernández;16/06/1951;Medellín;04/03/2022;12/03/2022
600;601.0;Luis;Sánchez;08/07/1958;Bogotá;04/01/2022;09/01/2022
601;602.0;Pedro;Martínez;07/03/1958;Bogotá;25/02/2022;22/01/2022
602;603.0;Rosa;Gómez;16/05/1989;Cartagena;18/02/2022;04/01/2022
603;604.0;Carlos;López;21/08/1975;Medellín;11/03/2022;31/03/2022
604;605.0;Marta;Hernández;05/01/1989;Bogotá;04/02/2022;04/03/2022
605;606.0;Ana;Sánchez;09/09/2003;Medellín;12/03/2022;14/03/2022
606;607.0;Ana;Gómez;31/12/1965;Cali;13/03/2022;11/03/2022
607;608.0;Rosa;Pérez;04/01/1951;Bogotá;06/04/2022;18/01/2022
608;609.0;Elena;Rodríguez;21/02/1991;Bogotá;21/03/2022;07/01/2022
609;610.0;Elena;López;20/11/1965;Bogotá;12/01/2022;24/01/2022
610;611.0;Carlos;Hernández;25/01/1969;Cali;01/03/2022;06/04/2022
611;612.0;Sofía;Sánchez;23/09/2005;Medellín;29/03/2022;14/02/2022
612;613.0;Diego;Sánchez;29/01/1997;Cali;24/02/2022;07/04/2022
613;614.0;Elena;Pérez;03/05/1966;Cartagena;14/03/2022;02/04/2022
614;615.0;Elena;Ramírez;02/02/1982;Bogotá;13/01/2022;22/02/2022
615;616.0;Carlos;García;05/06/1958;Cali;16/01/2022;07/01/2022
616;617.0;Rosa;Pérez;08/07/2004;Barranquilla;17/03/2022;06/01/2022
617;618.0;Elena;Hernández;14/03/1979;Cali;02/02/2022;23/01/2022
618;619.0;Sofía;Sánchez;06/09/1959;Barranquilla;14/01/2022;01/02/2022
619;620.0;Luis;Gómez;27/05/1974;Medellín;29/01/2022;20/01/2022
620;621.0;Carlos;Sánchez;02/11/1991;Barranquilla;08/04/2022;28/02/2022
621;622.0;Elena;Sánchez;27/10/1992;Barranquilla;13/02/2022;02/01/2022
622;623.0;Ana;Sánchez;01/05/1960;Medellín;07/01/2022;26/02/2022
623;624.0;Luis;Pérez;11/10/1957;Bogotá;16/03/2022;06/01/2022
624;625.0;Marta;Sánchez;09/02/2003;Medellín;14/02/2022;14/03/2022
625;626.0;Carlos;Ramírez;03/06/2003;Bogotá;20/02/2022;27/01/2022
626;627.0;Elena;Díaz;25/08/1971;Barranquilla;03/02/2022;28/01/2022
627;628.0;Marta;López;08/08/1995;Barranquilla;18/02/2022;11/03/2022
628;629.0;Carlos;Martínez;02/02/1974;Cali;25/01/2022;12/03/2022
629;630.0;Juan;Martínez;06/03/1971;Medellín;13/03/2022;26/03/2022
630;631.0;Marta;Rodríguez;01/12/1963;Medellín;30/01/2022;23/01/2022
631;632.0;Ana;Gómez;19/08/1964;Cartagena;19/01/2022;07/01/2022
632;633.0;Rosa;Hernández;11/11/1951;Cartagena;17/01/2022;28/03/2022
633;634.0;Luis;Ramírez;21/04/1989;Bogotá;19/01/2022;05/01/2022
634;635.0;Diego;Rodríguez;01/10/1986;Bogotá;07/02/2022;15/02/2022
635;636.0;Luis;López;23/07/1987;Cali;01/01/2022;07/02/2022
636;637.0;Rosa;Díaz;28/06/1995;Cali;25/02/2022;09/04/2022
637;638.0;Luis;López;03/10/1960;Cartagena;26/03/2022;18/03/2022
638;639.0;Ana;Díaz;29/10/1971;Medellín;26/03/2022;25/02/2022
639;640.0;Ana;Gómez;08/05/2000;Cartagena;03/01/2022;16/03/2022
640;641.0;Sofía;Ramírez;26/03/1991;Cali;03/02/2022;10/04/2022
641;642.0;Pedro;Díaz;15/05/2005;Cali;12/03/2022;30/01/2022
642;643.0;Elena;Pérez;02/05/1998;Medellín;09/04/2022;29/03/2022
643;644.0;Sofía;Rodríguez;27/04/1956;Cartagena;17/02/2022;07/03/2022
644;645.0;Sofía;Martínez;21/01/1973;Barranquilla;15/01/2022;05/01/2022
645;646.0;Ana;López;08/08/2003;Cali;13/01/2022;07/04/2022
646;647.0;Rosa;Martínez;13/12/1991;Medellín;08/04/2022;02/02/2022
647;648.0;Luis;Ramírez;14/06/1964;Cali;11/02/2022;28/03/2022
648;649.0;Elena;Ramírez;27/11/1983;Cali;31/01/2022;16/02/2022
649;650.0;Ana;Pérez;19/03/1978;Barranquilla;03/04/2022;03/04/2022
650;651.0;Carlos;Gómez;16/05/1981;Barranquilla;25/01/2022;05/01/2022
651;652.0;Pedro;Martínez;27/11/1978;Bogotá;12/03/2022;10/04/2022
652;653.0;Ana;García;13/01/1965;Bogotá;05/04/2022;20/01/2022
653;654.0;Rosa;Martínez;27/09/1974;Bogotá;11/03/2022;06/04/2022
654;655.0;Diego;Rodríguez;11/01/1983;Medellín;06/01/2022;31/01/2022
655;656.0;Juan;Rodríguez;05/08/1962;Medellín;23/01/2022;07/04/2022
656;657.0;Rosa;Gómez;18/10/1970;Cali;13/03/2022;08/01/2022
657;658.0;Luis;García;08/11/1996;Cartagena;30/01/2022;16/02/2022
658;659.0;Juan;Ramírez;21/05/1964;Cartagena;01/02/2022;28/01/2022
659;660.0;Juan;López;04/04/1970;Medellín;29/03/2022;07/01/2022
660;661.0;Carlos;Martínez;04/06/1979;Barranquilla;26/01/2022;06/01/2022
661;662.0;Pedro;Hernández;23/09/1997;Barranquilla;05/02/2022;11/02/2022
662;663.0;Elena;Gómez;21/06/1993;Cali;09/02/2022;23/02/2022
663;664.0;Juan;Rodríguez;10/09/1987;Barranquilla;10/04/2022;30/01/2022
664;665.0;Luis;López;23/01/1995;Cartagena;07/04/2022;08/04/2022
665;666.0;Marta;Rodríguez;09/01/1977;Bogotá;12/03/2022;10/04/2022
666;667.0;Luis;Rodríguez;31/03/1958;Cali;09/01/2022;15/01/2022
667;668.0;Carlos;Ramírez;12/11/1981;Cartagena;12/03/2022;09/03/2022
668;669.0;Ana;Sánchez;11/06/2003;Bogotá;12/03/2022;22/01/2022
669;670.0;Elena;Gómez;28/04/1991;Cartagena;14/03/2022;10/03/2022
670;671.0;Elena;Hernández;09/01/2001;Barranquilla;25/01/2022;30/03/2022
671;672.0;Diego;Díaz;11/01/1983;Medellín;18/01/2022;10/03/2022
672;673.0;Luis;García;29/04/1997;Cartagena;09/04/2022;21/02/2022
673;674.0;Marta;García;21/01/1954;Barranquilla;02/01/2022;20/03/2022
674;675.0;Juan;Martínez;13/04/1981;Barranquilla;20/02/2022;22/03/2022
675;676.0;Diego;García;03/12/1961;Cali;20/02/2022;24/02/2022
676;677.0;Diego;Martínez;01/02/1960;Medellín;20/02/2022;27/01/2022
677;678.0;Juan;Rodríguez;22/05/1999;Cali;12/03/2022;28/01/2022
678;679.0;Juan;Rodríguez;21/11/1976;Medellín;15/02/2022;01/03/2022
679;680.0;Luis;Hernández;01/10/2002;Medellín;16/02/2022;31/03/2022
680;681.0;Juan;Rodríguez;19/02/1969;Bogotá;23/01/2022;13/03/2022
681;682.0;Elena;García;04/02/1972;Medellín;11/02/2022;20/01/2022
682;683.0;Carlos;Pérez;06/12/1981;Medellín;27/02/2022;16/02/2022
683;684.0;Pedro;García;25/07/1969;Cali;22/03/2022;20/02/2022
684;685.0;Ana;Pérez;15/05/1959;Barranquilla;15/01/2022;24/03/2022
685;686.0;Carlos;Sánchez;05/06/1985;Bogotá;24/01/2022;15/03/2022
686;687.0;Carlos;Ramírez;28/05/2004;Medellín;28/03/2022;27/01/2022
687;688.0;Sofía;López;07/09/1973;Cartagena;09/03/2022;12/03/2022
688;689.0;Marta;Sánchez;22/04/2000;Cartagena;27/01/2022;22/01/2022
689;690.0;Diego;Martínez;23/05/1986;Cartagena;17/02/2022;15/01/2022
690;691.0;Pedro;Ramírez;29/04/1981;Cali;03/01/2022;24/03/2022
691;692.0;Juan;Ramírez;22/01/1957;Bogotá;07/01/2022;24/02/2022
692;693.0;Elena;Pérez;03/09/1969;Barranquilla;16/02/2022;05/02/2022
693;694.0;Marta;Díaz;19/10/1984;Bogotá;02/02/2022;27/02/2022
694;695.0;Juan;Ramírez;12/12/1964;Cartagena;14/01/2022;16/02/2022
695;696.0;Carlos;Gómez;03/08/1964;Cali;03/02/2022;08/02/2022
696;697.0;Rosa;Sánchez;08/09/2000;Bogotá;18/02/2022;12/03/2022
697;698.0;Pedro;Díaz;02/06/1957;Cartagena;13/01/2022;04/03/2022
698;699.0;Carlos;Rodríguez;28/04/1959;Bogotá;19/01/2022;18/03/2022
699;700.0;Marta;Ramírez;01/05/1952;Cartagena;05/02/2022;18/02/2022
700;701.0;Juan;Gómez;07/05/1986;Barranquilla;12/02/2022;01/02/2022
701;702.0;Marta;Pérez;02/12/1985;Medellín;06/04/2022;02/03/2022
702;703.0;Diego;Hernández;20/11/2005;Bogotá;25/02/2022;26/03/2022
703;704.0;Marta;Díaz;17/10/1967;Cali;22/03/2022;07/04/2022
704;705.0;Rosa;Martínez;13/08/1978;Medellín;08/02/2022;18/03/2022
705;706.0;Ana;Rodríguez;30/11/1995;Bogotá;30/01/2022;10/02/2022
706;707.0;Marta;Martínez;16/08/1995;Cali;28/03/2022;31/01/2022
707;708.0;Luis;Martínez;04/02/1988;Medellín;15/03/2022;30/01/2022
708;709.0;Marta;Hernández;18/12/1950;Cali;08/04/2022;11/01/2022
709;710.0;Rosa;Ramírez;01/08/1990;Barranquilla;24/01/2022;06/04/2022
710;711.0;Luis;Sánchez;07/02/1973;Medellín;01/01/2022;24/03/2022
711;712.0;Luis;López;29/09/1964;Barranquilla;27/03/2022;12/03/2022
712;713.0;Juan;Gómez;23/09/1997;Medellín;04/02/2022;10/04/2022
713;714.0;Ana;Díaz;30/09/1999;Cali;27/01/2022;27/03/2022
714;715.0;Luis;Ramírez;23/05/1986;Cartagena;22/03/2022;11/03/2022
715;716.0;Marta;Rodríguez;27/04/1956;Barranquilla;28/01/2022;27/02/2022
716;717.0;Marta;López;02/12/1985;Cali;04/04/2022;23/01/2022
717;718.0;Elena;Gómez;30/03/1971;Cali;10/03/2022;10/04/2022
718;719.0;Marta;Díaz;10/03/1951;Cali;24/01/2022;01/03/2022
719;720.0;Elena;López;20/02/1996;Bogotá;16/03/2022;16/02/2022
720;721.0;Juan;Sánchez;15/04/1987;Medellín;10/03/2022;14/02/2022
721;722.0;Marta;Rodríguez;14/06/1996;Cali;11/01/2022;18/02/2022
722;723.0;Elena;López;31/10/1996;Medellín;15/01/2022;01/04/2022
723;724.0;Marta;Pérez;03/10/1976;Bogotá;25/01/2022;22/01/2022
724;725.0;Ana;Ramírez;28/07/1997;Barranquilla;20/02/2022;30/01/2022
725;726.0;Luis;Pérez;08/12/1960;Cartagena;02/02/2022;14/01/2022
726;727.0;Marta;López;28/03/1989;Barranquilla;26/02/2022;14/02/2022
727;728.0;Sofía;Rodríguez;30/08/1970;Cartagena;02/02/2022;12/02/2022
728;729.0;Carlos;Sánchez;02/10/1997;Medellín;24/03/2022;12/01/2022
729;730.0;Sofía;Rodríguez;08/11/1950;Barranquilla;23/03/2022;26/03/2022
730;731.0;Elena;García;15/07/1979;Cali;08/04/2022;28/02/2022
731;732.0;Sofía;Rodríguez;23/06/1964;Cali;15/01/2022;25/01/2022
732;733.0;Luis;Sánchez;16/07/1985;Cartagena;22/02/2022;06/03/2022
733;734.0;Juan;López;14/04/1952;Cartagena;08/02/2022;13/01/2022
734;735.0;Diego;López;25/04/1950;Barranquilla;04/02/2022;05/04/2022
735;736.0;Juan;Rodríguez;09/08/1974;Barranquilla;14/02/2022;23/03/2022
736;737.0;Ana;López;20/01/1978;Medellín;01/02/2022;21/01/2022
737;738.0;Diego;Rodríguez;11/03/1981;Medellín;08/02/2022;11/01/2022
738;739.0;Sofía;Hernández;13/05/1964;Medellín;06/03/2022;25/03/2022
739;740.0;Luis;Hernández;02/11/1991;Bogotá;15/03/2022;14/01/2022
740;741.0;Marta;Martínez;06/08/1973;Cartagena;10/03/2022;06/01/2022
741;742.0;Carlos;Pérez;10/12/1990;Bogotá;05/02/2022;15/01/2022
742;743.0;Marta;Rodríguez;25/05/1968;Cali;24/03/2022;19/03/2022
743;744.0;Juan;Martínez;25/01/1969;Cartagena;02/04/2022;03/03/2022
744;745.0;Diego;López;05/08/2005;Bogotá;10/04/2022;14/03/2022
745;746.0;Diego;Ramírez;03/01/1999;Medellín;14/02/2022;03/04/2022
746;747.0;Marta;Díaz;23/11/1979;Medellín;27/03/2022;09/04/2022
747;748.0;Sofía;Díaz;08/07/1950;Cartagena;23/01/2022;11/02/2022
748;749.0;Ana;Pérez;21/10/1963;Medellín;03/02/2022;06/03/2022
749;750.0;Rosa;Rodríguez;21/01/1997;Barranquilla;14/01/2022;25/02/2022
750;751.0;Pedro;García;05/11/1952;Medellín;25/01/2022;07/01/2022
751;752.0;Marta;López;18/06/2000;Cartagena;14/01/2022;23/03/2022
752;753.0;Carlos;Díaz;21/04/1954;Cali;28/02/2022;12/02/2022
753;754.0;Luis;Gómez;10/05/1995;Medellín;05/01/2022;30/01/2022
754;755.0;Sofía;López;11/12/1977;Barranquilla;21/01/2022;02/04/2022
