;id_orden;id_cliente;Producto;monto DE COMPRA;Fecha orden;Identificacionn;tipo venta;REGION
374;1375;91.0;A;255.94;26/09/2022;37446253.0;venta telefónica;Oeste
375;1376;1210.0;A;475.44;04/11/2024;99405215.0;presencial;Este
376;1377;201.0;D;113.36;27/05/2022;60159891.0;presencial;Oeste
377;1378;1924.0;B;227.76;08/10/2021;78628420.0;venta directa;Este
378;1379;1400.0;B;211.14;02/07/2021;58577536.0;presencial;Sur
379;1380;1221.0;E;356.32;26/12/2020;64047320.0;presencial;Sur
380;1381;424.0;C;220.55;02/10/2024;25044938.0;venta directa;Sur
381;1382;1695.0;B;157.13;13/12/2020;65517215.0;venta directa;Sur
382;1383;249.0;C;497.86;31/01/2020;13846840.0;online;Este
383;1384;795.0;C;172.49;26/01/2024;65955602.0;presencial;Norte
384;1385;797.0;A;405.91;10/05/2021;12451404.0;online;Oeste
385;1386;407.0;E;122.7;04/11/2020;80558683.0;venta telefónica;Norte
386;1387;1631.0;D;397.62;22/09/2023;26955532.0;presencial;Sur
387;1388;1214.0;C;52.05;14/04/2024;27520661.0;venta telefónica;Sur
388;1389;245.0;C;469.12;02/11/2020;25614242.0;venta directa;Sur
389;1390;1314.0;A;123.92;24/11/2022;59852354.0;venta directa;Sur
390;1391;1651.0;C;308.41;01/05/2023;35464553.0;online;Oeste
391;1392;1976.0;B;356.27;18/04/2022;21951234.0;venta telefónica;Oeste
392;1393;126.0;A;341.08;09/05/2020;62380401.0;venta directa;Sur
393;1394;2498.0;E;129.93;21/09/2022;43837538.0;venta telefónica;Oeste
394;1395;1556.0;A;92.28;16/12/2024;86151014.0;presencial;Norte
395;1396;1494.0;E;250.32;30/04/2021;15528822.0;venta telefónica;Este
396;1397;1217.0;E;159.13;24/05/2022;19039957.0;presencial;Este
397;1398;1392.0;D;260.9;27/05/2024;94158751.0;presencial;Norte
398;1399;2156.0;D;78.93;10/01/2022;61343865.0;online;Oeste
399;1400;1886.0;C;489.06;28/02/2024;42795603.0;venta telefónica;Oeste
400;1401;880.0;A;279.12;23/08/2022;30248492.0;presencial;Oeste
401;1402;;E;354.14;20/05/2023;28183414.0;venta telefónica;Norte
402;1403;1623.0;B;88.74;19/01/2022;51200428.0;presencial;Norte
403;1404;1871.0;D;417.58;06/12/2024;59371230.0;venta telefónica;Sur
404;1405;138.0;D;150.85;17/11/2024;63848832.0;presencial;Norte
405;1406;506.0;D;264.98;16/08/2020;11885473.0;online;Este
406;1407;1394.0;A;325.05;07/07/2021;45817137.0;online;Este
407;1408;1698.0;E;363.5;15/07/2021;68199383.0;venta telefónica;Norte
408;1409;1867.0;E;167.79;01/03/2022;16043139.0;presencial;Este
409;1410;2026.0;D;120.6;02/03/2024;20528595.0;presencial;Sur
410;1411;2488.0;C;439.08;08/02/2023;73588786.0;online;Este
411;1412;952.0;B;172.91;03/10/2021;24938309.0;venta telefónica;Sur
412;1413;1450.0;A;209.89;06/05/2021;13340375.0;presencial;Oeste
413;1414;1190.0;C;308.73;29/12/2020;90068517.0;venta telefónica;Sur
414;1415;1612.0;A;333.6;22/10/2020;50398927.0;online;Sur
415;1416;2425.0;C;201.67;29/08/2020;14362475.0;venta directa;Norte
416;1417;34.0;B;414.53;19/12/2023;99707912.0;venta telefónica;Sur
417;1418;1717.0;B;270.28;30/06/2022;96977258.0;online;Sur
418;1419;2121.0;E;260.13;21/03/2021;37315591.0;presencial;Sur
419;1420;2028.0;C;126.4;07/07/2021;72860207.0;presencial;Oeste
420;1421;1593.0;B;212.02;23/11/2024;37844739.0;venta telefónica;Oeste
421;1422;289.0;A;234.45;06/11/2024;35664137.0;venta directa;Norte
422;1423;1973.0;B;132.06;18/11/2022;81594514.0;online;Norte
423;1424;36.0;B;125.79;10/05/2022;53683708.0;venta directa;Norte
424;1425;761.0;D;164.2;17/08/2024;51777505.0;presencial;Norte
425;1426;124.0;C;212.71;28/01/2021;50405460.0;online;Norte
426;1427;1402.0;C;332.82;23/02/2020;56500995.0;venta directa;Norte
427;1428;;E;430.5;19/07/2024;33585581.0;venta directa;Oeste
428;1429;777.0;A;395.08;14/03/2024;67121630.0;presencial;Este
429;1430;935.0;D;358.47;28/06/2024;23044905.0;venta telefónica;Este
430;1431;2424.0;A;329.42;29/03/2022;17647002.0;venta telefónica;Este
431;1432;472.0;D;141.6;27/01/2022;87291460.0;venta directa;Este
432;1433;1222.0;D;155.95;25/12/2024;51151032.0;venta directa;Norte
433;1434;854.0;B;180.29;09/03/2024;10056188.0;presencial;Sur
434;1435;500.0;C;70.68;17/12/2020;62353473.0;presencial;Este
435;1436;1448.0;C;463.65;01/04/2024;50702891.0;presencial;Oeste
436;1437;2306.0;D;113.16;29/06/2024;97167954.0;presencial;Norte
437;1438;1740.0;C;437.56;18/12/2020;18156802.0;venta directa;Oeste
438;1439;1953.0;C;218.43;24/12/2023;83320691.0;venta telefónica;Norte
439;1440;2012.0;D;169.94;20/07/2022;13378038.0;venta directa;Sur
440;1441;2471.0;E;481.84;12/11/2023;57558206.0;online;Sur
441;1442;1690.0;C;326.72;08/05/2023;30630218.0;venta telefónica;Este
442;1443;1847.0;E;342.85;14/11/2023;36301084.0;venta telefónica;Este
443;1444;1415.0;E;437.88;20/11/2022;30430794.0;presencial;Este
444;1445;1774.0;A;147.11;08/12/2022;56964691.0;presencial;Norte
445;1446;2202.0;E;481.93;09/07/2023;37850157.0;venta telefónica;Norte
446;1447;650.0;B;182.78;10/11/2021;34730711.0;venta directa;Oeste
447;1448;207.0;D;430.98;04/01/2022;25260581.0;online;Norte
448;1449;922.0;E;234.27;23/11/2021;77047260.0;venta directa;Norte
449;1450;1318.0;A;209.04;30/09/2024;87875059.0;venta telefónica;Oeste
450;1451;;A;392.7;20/05/2020;90075075.0;presencial;Sur
451;1452;1280.0;A;258.51;19/08/2021;55297933.0;online;Oeste
452;1453;2455.0;B;355.34;26/01/2020;50974906.0;presencial;Oeste
453;1454;1062.0;C;443.52;26/08/2020;59038703.0;presencial;Norte
454;1455;2037.0;C;426.62;17/05/2022;22077495.0;venta telefónica;Este
455;1456;467.0;E;222.25;20/03/2023;31261646.0;online;Sur
456;1457;275.0;C;100.16;28/10/2022;57503069.0;online;Norte
457;1458;2250.0;C;155.4;03/11/2023;12155850.0;online;Este
458;1459;1792.0;C;74.79;24/08/2022;98805663.0;venta directa;Oeste
459;1460;2463.0;B;356.84;11/06/2022;66150230.0;venta telefónica;Este
460;1461;436.0;B;383.86;19/12/2021;22919417.0;venta telefónica;Este
461;1462;9.0;E;398.51;05/12/2020;21384959.0;venta directa;Oeste
462;1463;1205.0;D;332.4;27/05/2021;58251147.0;online;Norte
463;1464;1540.0;C;333.33;03/05/2022;15148567.0;venta telefónica;Oeste
464;1465;528.0;C;184.05;13/06/2020;62352035.0;venta telefónica;Sur
465;1466;1951.0;B;269.6;20/06/2022;37287419.0;venta telefónica;Sur
466;1467;1667.0;D;89.58;15/10/2020;32136013.0;presencial;Este
467;1468;;C;485.06;05/08/2024;49142698.0;online;Norte
468;1469;514.0;A;428.91;28/03/2023;53194996.0;venta telefónica;Oeste
469;1470;416.0;D;190.6;10/07/2021;84049853.0;venta directa;Oeste
470;1471;1387.0;D;270.27;11/07/2020;99492619.0;online;Norte
471;1472;644.0;E;140.04;13/11/2023;91967126.0;online;Norte
472;1473;2269.0;E;206.08;05/09/2021;18104247.0;online;Este
473;1474;1598.0;A;271.05;14/07/2023;15127678.0;online;Sur
474;1475;586.0;B;153.25;16/11/2020;56569284.0;venta telefónica;Sur
475;1476;2181.0;B;400.47;02/02/2024;66348368.0;venta directa;Este
476;1477;2302.0;D;63.35;04/07/2021;10091157.0;venta telefónica;Oeste
477;1478;772.0;B;222.36;08/05/2020;18707652.0;venta telefónica;Oeste
478;1479;2201.0;D;175.07;29/09/2021;45383488.0;online;Norte
479;1480;1745.0;A;243.37;14/05/2023;62635907.0;presencial;Oeste
480;1481;1217.0;B;400.02;21/09/2020;38122259.0;venta telefónica;Este
481;1482;1774.0;A;123.18;24/10/2024;27937232.0;online;Norte
482;1483;1959.0;A;232.45;19/08/2023;41456509.0;venta telefónica;Sur
483;1484;1455.0;B;483.57;02/07/2021;26999548.0;venta telefónica;Oeste
484;1485;235.0;A;358.45;05/06/2020;72581469.0;online;Oeste
485;1486;;B;456.11;12/02/2022;54205258.0;venta telefónica;Este
486;1487;92.0;A;223.96;26/02/2020;69604987.0;presencial;Oeste
487;1488;551.0;A;416.5;08/04/2021;82891051.0;online;Este
488;1489;1656.0;E;296.22;10/08/2023;14181875.0;presencial;Sur
489;1490;2044.0;B;422.34;28/01/2023;50435597.0;online;Este
490;1491;610.0;D;108.99;24/10/2022;20697397.0;venta directa;Este
491;1492;2485.0;A;117.31;03/12/2022;58645821.0;online;Sur
492;1493;1617.0;E;499.57;24/03/2022;23808471.0;venta telefónica;Oeste
493;1494;2066.0;B;358.04;15/06/2024;13980335.0;online;Norte
494;1495;2439.0;C;194.32;02/09/2020;50208989.0;online;Este
495;1496;71.0;B;53.33;09/10/2020;80147464.0;online;Sur
496;1497;;A;320.14;24/09/2023;77853500.0;online;Sur
497;1498;1154.0;C;121.51;22/03/2020;57285857.0;presencial;Sur
498;1499;1728.0;C;499.06;01/12/2023;53118367.0;venta telefónica;Norte
499;1500;2167.0;C;333.26;09/12/2022;77677343.0;presencial;Sur
500;1501;849.0;E;;03/07/2022;91470094.0;venta telefónica;Oeste
501;1502;69.0;B;;11/08/2021;41222562.0;venta telefónica;Este
502;1503;1415.0;B;;20/01/2023;97129544.0;venta directa;Norte
503;1504;1165.0;B;;05/08/2022;25106582.0;presencial;Sur
504;1505;862.0;A;;06/04/2021;29266070.0;venta directa;Oeste
505;1506;1996.0;A;;08/09/2020;74694362.0;venta directa;Este
506;1507;2263.0;B;;29/02/2020;77066660.0;presencial;Oeste
507;1508;1868.0;C;;04/08/2021;63728223.0;venta telefónica;Norte
508;1509;702.0;E;;01/11/2022;76868803.0;online;Sur
509;1510;1777.0;A;;27/11/2023;68616100.0;venta telefónica;Sur
510;1511;2332.0;A;;30/09/2022;12782368.0;online;Este
511;1512;155.0;D;;07/09/2021;19136340.0;venta directa;Sur
512;1513;57.0;D;;24/02/2021;97551925.0;venta directa;Este
513;1514;492.0;E;;28/08/2022;17097585.0;presencial;Oeste
514;1515;1489.0;D;;26/03/2023;94558926.0;venta telefónica;Norte
515;1516;1496.0;B;;24/01/2023;14933236.0;venta telefónica;Sur
516;1517;818.0;B;;13/01/2023;73764720.0;presencial;Este
517;1518;851.0;D;;14/09/2023;23522756.0;venta telefónica;Norte
518;1519;1321.0;E;;13/03/2022;43994858.0;venta telefónica;Este
519;1520;1564.0;B;;16/03/2020;44048668.0;venta telefónica;Norte
520;1521;1800.0;E;;16/10/2023;72043041.0;venta telefónica;Oeste
521;1522;1599.0;B;;15/08/2024;36737145.0;venta telefónica;Este
522;1523;1570.0;E;;11/04/2022;45043604.0;presencial;Norte
523;1524;705.0;E;;26/12/2021;16952241.0;online;Sur
524;1525;1099.0;B;;13/10/2023;13157929.0;venta directa;Oeste
525;1526;1740.0;E;;16/06/2023;63034419.0;presencial;Este
526;1527;1363.0;E;;11/05/2024;32189278.0;online;Oeste
527;1528;2360.0;D;;21/07/2024;45409254.0;venta directa;Sur
528;1529;2495.0;C;;19/07/2022;65785430.0;venta telefónica;Oeste
529;1530;1118.0;A;;05/11/2020;29065457.0;online;Oeste
530;1531;1133.0;E;;01/08/2021;14352720.0;venta telefónica;Sur
531;1532;1534.0;B;;09/05/2024;78088147.0;presencial;Este
532;1533;2123.0;E;;11/12/2024;23227783.0;venta telefónica;Sur
533;1534;1352.0;A;;16/04/2023;89227877.0;venta directa;Norte
534;1535;69.0;D;;05/04/2021;54428187.0;venta telefónica;Oeste
535;1536;2486.0;B;;03/11/2023;45550366.0;presencial;Norte
536;1537;1301.0;A;;22/12/2021;97352446.0;venta telefónica;Este
537;1538;443.0;D;;23/02/2024;80545234.0;presencial;Este
538;1539;2007.0;C;;27/07/2022;62118086.0;presencial;Norte
539;1540;264.0;B;;22/08/2023;92100638.0;online;Sur
540;1541;2247.0;D;;03/10/2022;39775759.0;venta telefónica;Norte
541;1542;149.0;B;;21/09/2024;76741596.0;presencial;Oeste
542;1543;550.0;A;;11/09/2024;75192123.0;venta directa;Oeste
543;1544;745.0;B;;01/08/2024;51339234.0;venta directa;Este
544;1545;2085.0;C;;30/10/2020;56247662.0;venta directa;Oeste
545;1546;1220.0;B;;02/04/2020;75767712.0;presencial;Sur
546;1547;2066.0;E;;27/03/2023;76541583.0;venta directa;Este
547;1548;301.0;B;;12/02/2020;24958130.0;venta directa;Sur
548;1549;805.0;C;;06/07/2020;58717402.0;venta directa;Norte
549;1550;30.0;C;;31/01/2021;90204800.0;venta telefónica;Este
550;1551;2325.0;E;;30/03/2020;59195349.0;venta telefónica;Este
551;1552;1589.0;C;;23/06/2024;30899395.0;venta telefónica;Norte
552;1553;2439.0;A;;10/08/2020;26387939.0;venta telefónica;Norte
553;1554;765.0;B;;13/04/2023;13562547.0;venta directa;Oeste
554;1555;698.0;B;;31/03/2020;31501759.0;online;Sur
555;1556;96.0;B;;02/05/2024;11885787.0;venta directa;Sur
556;1557;2028.0;E;;27/09/2021;48080217.0;venta telefónica;Oeste
557;1558;123.0;D;;23/12/2024;40991079.0;venta directa;Norte
558;1559;2129.0;A;;29/07/2024;56452929.0;venta telefónica;Este
559;1560;;C;;02/12/2023;46743767.0;venta telefónica;Norte
560;1561;1482.0;C;;10/04/2022;69122339.0;venta directa;Oeste
561;1562;1003.0;E;;06/04/2022;12747314.0;venta telefónica;Norte
562;1563;1856.0;B;;30/12/2023;95314284.0;presencial;Sur
563;1564;1844.0;C;;03/07/2022;60334588.0;presencial;Sur
564;1565;891.0;E;;26/08/2021;96038899.0;venta telefónica;Este
565;1566;1100.0;C;;11/10/2023;78857094.0;online;Sur
566;1567;1549.0;E;;30/10/2024;20333085.0;presencial;Oeste
567;1568;1627.0;B;;01/11/2024;70643675.0;venta telefónica;Sur
568;1569;1460.0;E;;13/10/2022;91524555.0;venta telefónica;Este
569;1570;1329.0;A;;15/03/2021;39367211.0;venta telefónica;Oeste
570;1571;1392.0;C;;30/12/2022;37753793.0;venta directa;Este
571;1572;2204.0;A;;21/02/2020;26764930.0;online;Norte
572;1573;145.0;D;;20/02/2021;43249904.0;venta telefónica;Norte
573;1574;2073.0;A;;26/02/2024;93296921.0;presencial;Oeste
574;1575;1033.0;D;;14/12/2024;27160611.0;venta telefónica;Norte
575;1576;654.0;D;;09/09/2024;56139923.0;venta telefónica;Norte
576;1577;605.0;D;;12/11/2020;50127034.0;venta telefónica;Norte
577;1578;2060.0;E;;15/01/2024;29519295.0;venta telefónica;Norte
578;1579;489.0;A;;18/04/2022;45605277.0;online;Este
579;1580;1699.0;B;;30/11/2020;64802062.0;presencial;Norte
580;1581;881.0;A;;19/02/2020;22672979.0;venta directa;Oeste
581;1582;2057.0;E;;18/10/2023;91624002.0;presencial;Sur
582;1583;1997.0;D;;18/07/2022;28920263.0;venta telefónica;Oeste
583;1584;1989.0;A;;01/03/2023;80587607.0;venta telefónica;Sur
584;1585;825.0;A;;08/03/2022;80820141.0;venta telefónica;Oeste
585;1586;180.0;C;;10/09/2020;52487917.0;online;Oeste
586;1587;2269.0;D;;14/12/2021;59348106.0;presencial;Norte
587;1588;1855.0;B;;26/06/2020;37388810.0;presencial;Sur
588;1589;2202.0;D;;18/12/2022;85862073.0;online;Sur
589;1590;233.0;A;;20/01/2023;26733332.0;venta telefónica;Sur
590;1591;1030.0;B;;14/03/2021;46033223.0;presencial;Oeste
591;1592;939.0;A;;05/10/2023;81263900.0;venta directa;Oeste
592;1593;435.0;A;;01/10/2022;98679884.0;online;Este
593;1594;939.0;E;;18/06/2023;24390499.0;online;Oeste
594;1595;216.0;B;;16/04/2022;26389458.0;venta directa;Sur
595;1596;1574.0;B;;02/08/2023;55053696.0;venta telefónica;Norte
596;1597;;C;;22/01/2022;34668433.0;venta directa;Norte
597;1598;;A;;20/04/2020;76505663.0;venta directa;Sur
598;1599;1620.0;A;;06/09/2024;95370193.0;venta directa;Sur
599;1600;1614.0;C;;04/05/2020;93999055.0;presencial;Este
600;1601;1137.0;B;;;15863593.0;venta telefónica;Sur
601;1602;2263.0;A;57.47;;54197559.0;online;Norte
602;1603;209.0;C;365.85;;14623017.0;presencial;Este
603;1604;1332.0;E;55.98;;50564942.0;online;Sur
604;1605;2435.0;A;264.65;;40934711.0;online;Oeste
605;1606;2318.0;A;126.79;;66941366.0;online;Oeste
606;1607;1552.0;B;344.16;;14573613.0;venta telefónica;Oeste
607;1608;1167.0;E;257.91;;16081146.0;online;Este
608;1609;295.0;C;255.14;;87699911.0;presencial;Sur
609;1610;28.0;A;242.55;;33807771.0;venta telefónica;Este
610;1611;;E;467.64;;36727521.0;venta directa;Este
611;1612;2232.0;C;79.79;;51801141.0;venta telefónica;Sur
612;1613;830.0;E;325.24;;51354595.0;venta telefónica;Sur
613;1614;;D;448.73;;15425968.0;venta directa;Oeste
614;1615;1548.0;A;420.09;;71863282.0;venta telefónica;Oeste
615;1616;2193.0;A;275.04;;30751993.0;online;Norte
616;1617;852.0;D;61.69;;61831453.0;venta directa;Norte
617;1618;1692.0;E;251.94;;65280235.0;venta directa;Este
618;1619;1752.0;A;316.82;;79109441.0;venta telefónica;Este
619;1620;1431.0;A;333.07;;57993032.0;venta directa;Oeste
620;1621;437.0;B;237.51;;28450100.0;online;Norte
621;1622;671.0;B;204.45;;16286783.0;venta directa;Norte
622;1623;2361.0;E;366.73;;26687918.0;venta directa;Oeste
623;1624;595.0;C;156.55;;31663318.0;venta directa;Oeste
624;1625;1478.0;D;88.48;;42632821.0;online;Sur
625;1626;49.0;D;384.1;;37818881.0;presencial;Este
626;1627;1961.0;E;264.09;;26656528.0;presencial;Este
627;1628;;D;140.4;;83293304.0;presencial;Norte
628;1629;75.0;C;405.87;;69633796.0;venta directa;Este
629;1630;2139.0;B;129.57;;72718070.0;venta telefónica;Oeste
630;1631;1589.0;D;221.19;;10357318.0;online;Oeste
631;1632;1395.0;C;129.38;;51289697.0;venta directa;Oeste
632;1633;1588.0;B;296.44;;33851177.0;venta telefónica;Norte
633;1634;516.0;E;137.19;;74317289.0;venta telefónica;Sur
634;1635;190.0;D;151.74;;63681452.0;presencial;Norte
635;1636;231.0;C;271.52;;87526238.0;online;Oeste
636;1637;2120.0;D;429.01;;20774697.0;online;Oeste
637;1638;464.0;D;107.44;;79632157.0;venta telefónica;Oeste
638;1639;690.0;A;310.82;;10727079.0;online;Sur
639;1640;504.0;D;354.06;;76005005.0;venta telefónica;Sur
640;1641;1966.0;C;180.14;;51496675.0;venta telefónica;Sur
641;1642;1565.0;B;266.43;;57472445.0;venta directa;Norte
642;1643;2398.0;E;350.05;;47442498.0;online;Norte
643;1644;617.0;D;375.63;;63576152.0;presencial;Este
644;1645;;D;164.65;;31665503.0;online;Sur
645;1646;642.0;C;317.33;;44051840.0;venta telefónica;Norte
646;1647;969.0;B;489.5;;18678568.0;presencial;Norte
647;1648;934.0;E;282.34;;81153337.0;online;Este
648;1649;659.0;C;89.0;;35361214.0;venta telefónica;Norte
649;1650;1860.0;B;276.48;;76560583.0;venta directa;Norte
650;1651;1519.0;D;377.69;;24809656.0;venta directa;Este
651;1652;1760.0;E;69.74;;25074036.0;online;Norte
652;1653;2194.0;C;154.93;;57096011.0;venta telefónica;Norte
653;1654;1786.0;B;70.1;;46268635.0;venta telefónica;Este
654;1655;2057.0;B;448.27;;93979439.0;venta directa;Norte
655;1656;459.0;B;57.17;;96056778.0;presencial;Oeste
656;1657;1443.0;E;489.04;;62408239.0;online;Sur
657;1658;2338.0;B;411.24;;14188809.0;online;Sur
658;1659;1429.0;E;53.73;;69080527.0;presencial;Oeste
659;1660;2330.0;C;266.75;;61067984.0;online;Norte
660;1661;812.0;B;130.03;;92191294.0;presencial;Sur
661;1662;815.0;E;74.98;;76914464.0;venta directa;Norte
662;1663;958.0;A;207.9;;88649987.0;venta telefónica;Sur
663;1664;2026.0;E;388.37;;23026314.0;online;Sur
664;1665;2204.0;B;90.1;;16724372.0;venta directa;Oeste
665;1666;2387.0;C;206.3;;28286845.0;online;Oeste
666;1667;1272.0;A;238.53;;72053629.0;presencial;Este
667;1668;1085.0;C;98.86;;27081567.0;presencial;Norte
668;1669;1030.0;E;237.42;;84453288.0;venta directa;Oeste
669;1670;1430.0;D;366.49;;28268093.0;venta telefónica;Oeste
670;1671;22.0;B;342.0;;38862938.0;online;Oeste
671;1672;1581.0;B;388.37;;54604626.0;online;Sur
672;1673;1568.0;E;151.19;;90482167.0;online;Este
673;1674;477.0;B;422.9;;81169177.0;venta telefónica;Sur
674;1675;975.0;E;88.49;;21319742.0;online;Este
675;1676;761.0;E;118.62;;98012268.0;venta telefónica;Norte
676;1677;1748.0;D;83.47;;45444613.0;presencial;Sur
677;1678;1062.0;B;119.01;;33081993.0;venta directa;Sur
678;1679;812.0;D;66.81;;95312425.0;online;Este
679;1680;1234.0;A;53.97;;28592075.0;venta telefónica;Este
680;1681;1718.0;A;70.03;;76684457.0;venta directa;Sur
681;1682;1704.0;B;425.25;;11895431.0;presencial;Sur
682;1683;2326.0;D;176.23;;44130189.0;presencial;Norte
683;1684;2359.0;E;389.63;;60502491.0;presencial;Norte
684;1685;770.0;B;457.9;;29759522.0;venta telefónica;Oeste
685;1686;1368.0;C;368.38;;67510848.0;venta telefónica;Sur
686;1687;283.0;E;208.1;;39291138.0;venta telefónica;Norte
687;1688;1100.0;B;144.37;;21421050.0;venta telefónica;Sur
688;1689;1123.0;B;182.91;;94768589.0;online;Este
689;1690;1103.0;B;328.37;;22445398.0;online;Oeste
690;1691;2270.0;D;183.08;;99638641.0;online;Norte
691;1692;1233.0;B;465.99;;86520983.0;online;Oeste
692;1693;1240.0;C;225.61;;66522253.0;presencial;Este
693;1694;166.0;C;396.54;;74127737.0;venta telefónica;Oeste
694;1695;1701.0;C;96.58;;20117391.0;venta telefónica;Este
695;1696;1398.0;E;353.05;;61487484.0;presencial;Oeste
696;1697;2215.0;D;339.09;;54939401.0;online;Oeste
697;1698;184.0;B;318.32;;69330676.0;venta telefónica;Oeste
698;1699;2164.0;A;92.1;;66675184.0;presencial;Oeste
699;1700;1142.0;A;290.58;;91550168.0;presencial;Este
700;1701;1847.0;B;219.65;;70238536.0;venta directa;Oeste
701;1702;674.0;E;80.05;27/12/2023;50786345.0;online;Norte
702;1703;1165.0;A;270.85;26/03/2021;70801535.0;presencial;Oeste
703;1704;1882.0;B;166.75;01/10/2020;58331021.0;online;Oeste
704;1705;1654.0;B;377.02;05/05/2020;76883781.0;venta telefónica;Este
705;1706;1926.0;D;470.8;21/08/2020;87789352.0;online;Oeste
706;1707;149.0;A;299.81;10/12/2023;48665388.0;venta telefónica;Este
707;1708;110.0;D;132.06;01/09/2022;85213950.0;venta directa;Norte
708;1709;1643.0;B;279.49;27/07/2020;14049584.0;online;Este
709;1710;66.0;D;161.29;28/02/2022;59994680.0;venta telefónica;Norte
710;1711;;C;196.8;18/03/2023;70829902.0;presencial;Este
711;1712;1499.0;B;257.12;08/09/2024;10932594.0;presencial;Este
712;1713;2472.0;C;159.64;28/06/2022;11423974.0;venta directa;Oeste
713;1714;1305.0;A;165.25;02/01/2023;79627230.0;online;Oeste
714;1715;644.0;B;373.77;13/09/2021;89687987.0;venta telefónica;Oeste
715;1716;252.0;B;430.23;28/06/2020;36587164.0;venta telefónica;Oeste
716;1717;20.0;D;233.11;04/02/2020;99026895.0;online;Norte
717;1718;1127.0;D;418.44;14/02/2023;91428904.0;venta directa;Oeste
718;1719;107.0;B;490.94;02/07/2022;18762288.0;venta telefónica;Oeste
719;1720;2288.0;B;212.38;28/11/2023;40405820.0;presencial;Norte
720;1721;507.0;E;292.6;27/11/2021;25630851.0;presencial;Este
721;1722;932.0;E;407.95;08/08/2023;95396994.0;venta directa;Sur
722;1723;1272.0;E;192.09;04/09/2021;14378136.0;online;Este
723;1724;1365.0;D;225.41;13/07/2024;98534794.0;venta directa;Sur
724;1725;482.0;B;324.11;03/12/2024;58513079.0;venta directa;Norte
725;1726;1025.0;B;367.23;26/12/2020;10282351.0;online;Sur
726;1727;1550.0;B;115.58;18/04/2020;21752997.0;presencial;Sur
727;1728;732.0;B;121.08;22/07/2023;98250442.0;online;Sur
728;1729;1073.0;B;328.77;21/10/2023;25477507.0;presencial;Sur
729;1730;657.0;D;323.3;04/09/2020;32357934.0;venta directa;Sur
730;1731;889.0;D;199.78;21/03/2022;39007946.0;presencial;Este
731;1732;519.0;D;217.41;15/02/2021;72739950.0;venta directa;Norte
732;1733;999.0;B;130.13;21/06/2020;23258125.0;venta telefónica;Este
733;1734;;B;83.52;29/11/2020;62948971.0;online;Oeste
734;1735;2327.0;A;258.77;05/08/2020;97917131.0;venta telefónica;Este
735;1736;2479.0;B;296.46;01/04/2020;71969841.0;venta directa;Este
736;1737;261.0;A;98.4;01/09/2020;78869577.0;online;Oeste
737;1738;868.0;A;67.99;26/05/2022;90931878.0;online;Este
738;1739;1646.0;C;349.32;30/09/2023;75854704.0;venta telefónica;Sur
739;1740;451.0;A;99.6;15/04/2022;85443554.0;presencial;Este
740;1741;1356.0;C;427.18;03/08/2021;52942833.0;online;Sur
741;1742;1690.0;E;327.2;05/12/2021;35785012.0;venta directa;Este
742;1743;1740.0;B;294.72;21/05/2020;68481829.0;venta telefónica;Sur
743;1744;1639.0;D;110.41;18/08/2020;45002481.0;venta telefónica;Sur
744;1745;1268.0;B;67.78;10/06/2020;59267706.0;venta telefónica;Norte
745;1746;235.0;D;83.34;29/11/2020;13359584.0;presencial;Norte
746;1747;848.0;C;209.98;09/03/2023;97089899.0;presencial;Oeste
747;1748;130.0;A;138.55;01/08/2023;76259875.0;venta directa;Oeste
748;1749;1597.0;A;105.59;01/03/2020;34415277.0;presencial;Sur
749;1750;2130.0;D;268.05;18/06/2024;85995356.0;venta telefónica;Norte
750;1751;2437.0;D;51.15;15/05/2020;32593314.0;venta telefónica;Este
751;1752;2419.0;C;392.86;04/03/2023;48438400.0;venta telefónica;Oeste
752;1753;1444.0;D;177.55;11/06/2020;74392991.0;online;Norte
753;1754;2015.0;E;100.27;01/11/2021;65887860.0;venta telefónica;Sur
754;1755;1486.0;E;58.5;03/04/2021;77491164.0;online;Oeste
755;1756;1286.0;A;108.38;14/01/2020;30019118.0;venta directa;Oeste
756;1757;1186.0;D;255.48;13/07/2023;25154073.0;online;Oeste
757;1758;2461.0;B;465.31;06/10/2020;20852055.0;venta directa;Oeste
758;1759;;A;414.36;08/08/2024;91764205.0;presencial;Este
759;1760;1712.0;C;295.16;19/02/2023;44131396.0;online;Sur
760;1761;2043.0;C;331.93;25/03/2021;43268967.0;venta telefónica;Sur
761;1762;2006.0;C;372.34;09/01/2020;93717285.0;online;Oeste
762;1763;1058.0;A;252.38;28/02/2023;53805215.0;venta directa;Este
763;1764;1966.0;D;153.12;08/02/2022;56705561.0;venta directa;Norte
764;1765;1505.0;E;269.76;21/11/2024;22712625.0;presencial;Sur
765;1766;830.0;E;160.22;11/05/2021;46273476.0;venta telefónica;Norte
766;1767;1762.0;E;416.75;11/02/2023;87032667.0;online;Sur
767;1768;868.0;C;118.37;21/10/2020;73444667.0;venta telefónica;Sur
768;1769;1339.0;C;217.88;28/11/2022;48262033.0;venta directa;Oeste
769;1770;1865.0;D;237.74;11/08/2024;27375642.0;online;Oeste
770;1771;1637.0;C;293.03;10/03/2020;86012099.0;online;Norte
771;1772;989.0;D;491.77;05/11/2022;46413743.0;venta telefónica;Este
772;1773;1357.0;A;374.87;07/02/2023;83598854.0;presencial;Norte
